subject,order,response,item,uttrID,stimulus,context,error,error_uPOS,error_class,repair,repair_uPOS,repair_class,subs_position,target,group,condition,confidence,RT,correction_category,corrected_target,target_correction_category,target_correction,only_substitution
db7d276f062bac29f715e831691cc7ee,70,B: And then you hear the muted trumpet,708,91348,B: And then you hear the muted trumpet,B: And I heard you know <br> you hear this guitar,,,,,,,,B: And then you hear the muted trumpet,12,fluent,15,97,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,26,A: we tried all different things,183,60041,A: we tried all different things,B: Did you have them in a center or something last summer <br> A: Well we did ,tried,VERB,OPEN,had,VERB,OPEN,2,A: we had all different things,12,error,71,88,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,60,A: He's one of the two huh,588,46039,A: He's one of the two huh,B: He's uh usually on the ninety-eight to two side <br> he's the one of the two that votes,,,,,,,,A: He's one of the two huh,12,fluent,78,72,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,67,B: And I would play on the beach area too,672,85145,B: And I would play on the beach area too,A: We're close enough so they can do that <br> and the girls can play on the beach area,,,,,,,,B: And I would play on the beach area too,12,fluent,72,63,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,31,A: And the last day right before we left we had to ride with my sister,243,65851,A: And the last day right before we left we had to ride with my sister,A: My wife and I the last day we were in Florida we visiting my uh my parents and my brother and sister <br> we were down there,we,PRON,CLOSED,I,PRON,CLOSED,9,A: And the last day right before we left I had to ride with my sister,12,error,65,89,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,19,B: I don't remember seeing that part of it,99,48329,B: I didn't remember seeing that part of it,A: There's very little vegetation <br> B: Huh ,didn't,VERB,OPEN,don't,VERB,OPEN,2,B: I don't remember seeing that part of it,12,error,71,88,corrected,TRUE,corrected2target,don't,TRUE
db7d276f062bac29f715e831691cc7ee,98,A: I mean I buy a car,1044,58669,A: I mean I buy a car,A: I mean I don't have expensive tastes <br> I don't go out,,,,,,,,A: I mean I buy a car,12,fluent,27,95,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,75,B: And I went and bought everything,768,98361,B: And I went and bought everything,B: Yo- borrowed somebody else's jack <br> and I did this,,,,,,,,B: And I went and bought everything,12,fluent,29,48,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,94,A: And hers was the only income we had for three or four months,996,56917,A: And hers was the only income we had for three or four months,A: And then when I first started my business uh <br> she was selling real estate at the time,,,,,,,,A: And hers was the only income we had for three or four months,12,fluent,83,88,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,29,B: And a lot of times though it is so expensive to get something fixed that you almost are just as well off buying another one you know if it's,220,32718,B: And lot of times though it is so much to get something fixed that you almost are just as well off buying another one you know if it's,A: We're a wasteful society for sure <br> B: Well that's true ,is,VERB,OPEN,costs,VERB,OPEN,7,B: And lot of times though it costs so much to get something fixed that you almost are just as well off buying another one you know if it's,12,error,85,65,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,14,A: I always thought too that you know people worrying about going to work when their child are little,38,23827,A: I always thought too that you know people worrying about going to work when their child are little,B: That's right <br> that's right,child,NOUN,OPEN,children,NOUN,OPEN,16,A: I always thought too that you know people worrying about going to work when their children are little,12,error,18,88,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,13,B: Um I guess I'm not typically feeling invaded in my privacy relative to this second that you raised,25,26985,B: Um I guess I'm not typically feeling invaded in my privacy relative to this second that you raised,A: Uh-huh <br> Uh-huh,second,ADJ,OPEN,one,NOUN,OPEN,15,B: Um I guess I'm not typically feeling invaded in my privacy relative to this one that you raised,12,error,0,80,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,18,B: And if they go away they have a pet sitter to come in twice a day and pet them and things like that,86,74185,B: And if they go away they have a pet sitter to come in twice a day and pet them and things like that,B: But like other friends of mine have cats <br> they have four of them,have,VERB,OPEN,hire,VERB,OPEN,7,B: And if they go away they hire a pet sitter to come in twice a day and pet them and things like that,12,error,89,87,uncorrected,FALSE,n/a,n/a,TRUE
db7d276f062bac29f715e831691cc7ee,88,B: And they lived in the dorms,924,12574,B: And they lived in the dorms,B: So she went for a week <br> and it was overnight,,,,,,,,B: And they lived in the dorms,12,fluent,75,105,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,66,A: And they can't do that,660,35371,A: And they can't do that,A: I wouldn't let them go to a public school system there <br> But of course people are trapped economically,,,,,,,,A: And they can't do that,12,fluent,92,101,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,95,B: But I know very little about before my grandparents,1008,67389,B: But I know very little about before my grandparents,B: Because if you stop and think <br> I don't know if you're like me,,,,,,,,B: But I know very little about before my grandparents,12,fluent,65,199,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,21,A: Think it should be i- get to the heart of the matter though and say okay guy,123,13540,A: Think it should be i- it to the heart of the matter though and say okay guy,A: Huh <br> Well that's certainly uh you know uh getting into the swim of things I,be,VERB,OPEN,go,VERB,OPEN,4,A: Think it should go i- it to the heart of the matter though and say okay guy,12,error,5,133,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,27,A: And uh they were cooking the stuff you know while we were on this boat ride,195,102921,A: And uh they were cooking the stuff you know while we were on this boat ride,A: And we went to this one <br> it was called The Back Porch,were,VERB,OPEN,went,VERB,OPEN,12,A: And uh they were cooking the stuff you know while we went on this boat ride,12,error,69,149,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,58,B: Some people just sit on them once in their lifetime you know if they're that lucky sometimes Or you know what the case may be and may not have any idea of what the standard punishment would be for it,564,106908,B: Some people just sit on them once in their lifetime you know if they're that lucky sometimes Or you know what the case may be and may not have any idea of what the standard punishment would be for it,B: Yeah <br> And most people that do sit on juries,what,PRON,CLOSED,whatever,PRON,CLOSED,21,B: Some people just sit on them once in their lifetime you know if they're that lucky sometimes Or you know whatever the case may be and may not have any idea of what the standard punishment would be for it,12,error,26,150,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,24,B: but you just feel like you're being too much le-,159,59087,B: but you just feel like you're being too much le-,B: But for some reason a mini skirt is to me a little more unprofessional to wear to work than jeans <br> maybe it's just because of the sexist views and everything,being,VERB,OPEN,showing,VERB,OPEN,7,B: but you just feel like you're showing too much le-,12,error,20,166,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,20,A: But the other one I got he doesn't want anything to do with outside unless you're there,111,41921,A: But the other one I got he doesn't want anything to do with outside unless you're there,A: And they're doing great out there <br> they love it,other,ADJ,OPEN,first,ADJ,OPEN,3,A: But the first one I got he doesn't want anything to do with outside unless you're there,12,error,33,166,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,80,B: I didn't care for that at all,828,38088,B: I didn't care for that at all,B: So I'll try that <br> But it wasn't worth anything,,,,,,,,B: I didn't care for that at all,12,fluent,83,101,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,85,A: And they said oh this was just obviously yanked,888,104534,A: And they said oh this was just obviously yanked,A: And when she stood up it caught and broke <br> and we took it back,,,,,,,,A: And they said oh this was just obviously yanked,12,fluent,68,165,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,55,B: Cause his brother plays,528,46967,B: Cause his brother plays,B: But I don't know <br> He he's he the only thing he's shown interest in wanting to play is the drums,his,PRON,CLOSED,my,PRON,CLOSED,2,B: Cause my brother plays,12,error,64,150,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,41,A: And um I was goingto make the red beans and rice with the Cajun sausage and French bread with garlic butter and stuff,363,82380,A: And um I was goingto make that red beans and rice with the Cajun sausage and French bread with garlic butter and stuff,A: Because I'm from New Orleans originally <br> B: Uh-huh ,the,DET,CLOSED,those,DET,CLOSED,13,A: And um I was goingto make that red beans and rice with those Cajun sausage and French bread with garlic butter and stuff,12,error,65,150,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,23,B: Well they're probably hard to take care of,147,30395,B: Well they're probably hardy to take care of,A: Right <br> The expensive ones,hardy,ADJ,OPEN,harder,ADJ,OPEN,4,B: Well they're probably harder to take care of,12,error,88,117,corrected,TRUE,corrected2alt,hard,TRUE
18b8ba5b55a07fca221b1cc5798f8291,91,A: And he just put a big old cast on it,960,83415,A: And he just put a big old cast on it,A: And he said I think you better call an orthopedist <br> So we went to one,,,,,,,,A: And he just put a big old cast on it,12,fluent,89,150,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,50,A: And now you have lot of those,471,42564,A: And now you have lot of those,B: Yeah <br> A: Any of that stuff from the Jetsons from that cartoon that you would never imagine would become possible ,you,PRON,CLOSED,we,PRON,CLOSED,3,A: And now we have lot of those,12,error,97,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,39,A: and nice thing about it my wife is excellent in that,340,33754,A: and nice thing about it I wife is excellent in that,A: And uh try and stick with that <br> B: Well that's good ,I,PRON,CLOSED,my,PRON,CLOSED,6,A: and nice thing about it my wife is excellent in that,12,error,87,166,corrected,TRUE,corrected2target,my,TRUE
18b8ba5b55a07fca221b1cc5798f8291,46,B: Uh I think the greatest complaint about news programs are programs like SIXTY MINUTES,424,89351,B: Uh I think the greatest complaint about news programs is programs like SIXTY MINUTES,A: Right <br> B: I don't know which that answer is ,the,DET,CLOSED,my,PRON,CLOSED,4,B: Uh I think my greatest complaint about news programs is programs like SIXTY MINUTES,12,error,93,149,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,52,A: Now see they are so busy with,494,71066,A: Now see I are so busy with,B: I like MURPHY BROWN and DESIGNING WOMEN too <br> A: Oh yeah ,I,PRON,CLOSED,we,PRON,CLOSED,3,A: Now see we are so busy with,12,error,84,84,corrected,TRUE,corrected2alt,they,TRUE
18b8ba5b55a07fca221b1cc5798f8291,84,A: And they're freezing cold back there,876,73501,A: And they're freezing cold back there,A: You know here it is sixty-five degrees <br> we're out playing golf,,,,,,,,A: And they're freezing cold back there,12,fluent,87,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,44,A: I mean you know that some families had just loads of musicians,399,8175,A: I mean you know that was families had just loads of musicians,A: And this man really shed some light on um some aspects of Bach's genius and and and you know the more sociological things you know like the idea um that to be a musician was as much um of a family occupation as anything <br> B: Yeah ,that,DET,CLOSED,it,PRON,CLOSED,5,A: I mean you know it was families had just loads of musicians,12,error,89,149,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,25,B: And so consequently we wind up playing a lot of classical music there,171,16110,B: And so consequently we wind up playing a lot of classical music there,B: And I've developed a real love for uh classical music in probably junior high and high school because my band instructor was uh heavy into classical type music <br> He said he used to sit on Saturday mornings and watch cartoons just to hear the music uh that they were using behind them because they used especially Disney used a lot of classical music behind the cartoons,wind,VERB,OPEN,wound,VERB,OPEN,5,B: And so consequently we wound up playing a lot of classical music there,12,error,95,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,54,B: We've got a credit cards that sometimes um instead of paying them all off every month maybe you have to skip some and you pay part of it this month and part of it next month especially around Christmas time,517,80330,B: We've got a credit cards that sometimes um instead of paying them all off every month maybe you have to slip some and you pay part of it this month and part of it next month especially around Christmas time,B: Oh sure <br> We're like everybody else you know,a,DET,CLOSED,several,ADJ,OPEN,3,B: We've got several credit cards that sometimes um instead of paying them all off every month maybe you have to slip some and you pay part of it this month and part of it next month especially around Christmas time,12,error,83,117,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,93,A: That's something I could learn actually,984,52659,A: That's something I could learn actually,A: What do you do when you're putting <br> That's a good thing,,,,,,,,A: That's something I could learn actually,12,fluent,82,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,26,A: we tried all different things,183,60041,A: we tried all different things,B: Did you have them in a center or something last summer <br> A: Well we did ,tried,VERB,OPEN,had,VERB,OPEN,2,A: we had all different things,12,error,81,150,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,77,B: I can't remember whether we played three or four quarterbacks,792,78180,B: I can't remember whether we played three or four quarterbacks,B: The quarterback all of them every one that they played <br> I think they played uh,,,,,,,,B: I can't remember whether we played three or four quarterbacks,12,fluent,93,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,37,B: But at evening um again you have the high tourist area the river walk area which is nice,316,81427,B: But at evening um again you have the high tourist area the river walk area which is nice,B: and once you've reached the river walk area which is the tourist area it's usually pretty safe during the day if you're just kind of cautious and don't go down the back streets or alleys um you know or alone <br> If you stay with the groups and along the area where they have the river patrol cops it's very nice,you,PRON,CLOSED,they,PRON,CLOSED,6,B: But at evening um again they have the high tourist area the river walk area which is nice,12,error,92,166,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,22,B: If I am expert in it they usually make mistakes which makes me believe I'm not expert in it,135,90337,B: If I am expert in it they usually make mistakes which makes me believe I'm not expert in it,B: That's right <br> Well even if it's not technical If it's uh social thing or whatever It doesn't matter,believe,VERB,OPEN,think,VERB,OPEN,13,B: If I am expert in it they usually make mistakes which makes think believe I'm not expert in it,12,error,91,199,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,18,B: And if they go away they have a pet sitter to come in twice a day and pet them and things like that,86,74185,B: And if they go away they have a pet sitter to come in twice a day and pet them and things like that,B: But like other friends of mine have cats <br> they have four of them,have,VERB,OPEN,hire,VERB,OPEN,7,B: And if they go away they hire a pet sitter to come in twice a day and pet them and things like that,12,error,94,149,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,33,A: Um I guess on a one of one of ten I'm probably around a two in terms of fair restricting guns,268,102962,A: Um I guess on a one of one of ten I'm probably around a two in terms of fair restricting guns,A: And uh I must say that there are a couple of arguments against uh strong gun control which I find very compelling although most the people who argue gun control with me I find uh use sort of canned arguments you know sort of the slogan arguments <br> and um uh see I've been very frustrated when I do debate with people about it,one,CD,CLOSED,scale,NOUN,OPEN,6,A: Um I guess on a scale of one of ten I'm probably around a two in terms of fair restricting guns,12,error,15,133,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,56,B: But it was just found myself not ever getting around to reading it,540,60912,B: But it was just found myself not ever getting around to reading it,B: I liked that magazine <br> A: Uh-huh ,it,PRON,CLOSED,I,PRON,CLOSED,2,B: But I was just found myself not ever getting around to reading it,12,error,12,149,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,32,A: and so it really made me question as to what do we know you know uh if the news we're getting is any good,256,33287,A: and so it really made me question as to what do we know you know uh if the news we're getting is any good,A: Come to find out they came back and said they weren't even aware of it <br> B: Right ,what,PRON,CLOSED,how,ADV,OPEN,10,A: and so it really made me question as to how do we know you know uh if the news we're getting is any good,12,error,38,133,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,61,A: And that's as far as it got,600,107607,A: And that's as far as it got,A: And it just never <br> my husband's sisters started it and sent it to us,,,,,,,,A: And that's as far as it got,12,fluent,81,133,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,97,B: You can't do that can you,1032,67596,B: You can't do that can you,A: And so there I was in old bankruptcy court <br> B: Well you weren't charging gold and silver were you,,,,,,,,B: You can't do that can you,12,fluent,87,132,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,98,A: I mean I'll buy a car,1044,58669,A: I mean I buy a car,A: I mean I don't have expensive tastes <br> I don't go out,,,,,,,,A: I mean I buy a car,12,fluent,81,116,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,28,B: That doesn't bother me,207,95461,B: That doesn't bother me,A: Uh-huh <br> B: Uh I don't have boys ,doesn't,VERB,OPEN,didn't,VERB,OPEN,2,B: That didn't bother me,12,error,95,133,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,79,A: It was like a long distance phone call,816,7695,A: It was like a long distance phone call,A: And it was just great fun you know <br> It was very expensive because the whole time you were on there you were on long distance you know,,,,,,,,A: It was like a long distance phone call,12,fluent,86,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,49,B: As a matter of fact in Texas um we've had our school funding system declared unconstitutional by the state judge,459,91931,B: As a matter of fact in Texas um we've had our school funding system declared unconstitutional by the state judge,A: But I guess overall because I guess I'm not associated with what ghetto schools and and uh and uh rural school systems are likeI I should imagine that would take an enormous expenditure <br> B: Yeah ,the,DET,CLOSED,a,DET,CLOSED,18,B: As a matter of fact in Texas um we've had our school funding system declared unconstitutional by a state judge,12,error,93,132,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,43,B: But they has always been good ahead you know reading good players and both running backs and defense,387,66990,B: But they has always been good ahead you know heading good players and both running backs and defense,A: Right <br> exactly. You know,they,PRON,CLOSED,Dallas,PROPN,OPEN,2,B: But Dallas has always been good ahead you know heading good players and both running backs and defense,12,error,79,134,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,19,B: I didn't remember seeing that part of it,99,48329,B: I didn't remember seeing that part of it,A: There's very little vegetation <br> B: Huh ,didn't,VERB,OPEN,don't,VERB,OPEN,2,B: I don't remember seeing that part of it,12,error,82,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,94,A: And hers was the only income we had for three or four months,996,56917,A: And hers was the only income we had for three or four months,A: And then when I first started my business uh <br> she was selling real estate at the time,,,,,,,,A: And hers was the only income we had for three or four months,12,fluent,82,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,42,A: Um there are some areas though where they have a problem with uh the houses kind of sinking a little bit into the uh,375,76369,A: Um there are some areas though where they have a problem with uh the houses kind of sinking a little bit into the uh,A: No <br> you know I don't see that kind of sand here,into,ADP,CLOSED,to,ADP,CLOSED,22,A: Um there are some areas though where they have a problem with uh the houses kind of sinking a little bit to the uh,12,error,85,131,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,30,A: But we should have made sure we got everything,232,99651,A: But we should have gotten sure we got everything,A: We didn't damage enough of their arsenal <br> We damaged most of it,gotten,VERB,OPEN,made,VERB,OPEN,5,A: But we should have made sure we got everything,12,error,94,116,corrected,TRUE,corrected2target,made,TRUE
18b8ba5b55a07fca221b1cc5798f8291,86,B: That's the way I would looked at the whole thing here,900,62268,B: That's the way I would looked at the whole thing here,B: Well the best thing about it is that you can uh try something <br> if you don't like it shoot move on to something else,,,,,,,,B: That's the way I would looked at the whole thing here,12,fluent,18,133,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,48,B: Well I mean I mean I don't really know whether they can really enforce the laws any better,447,1283,B: Well I mean I mean I don't really know what they can really enforce the laws any better,B: That's where I would probably be <br> A: Seems like it's a good safe number to pick you know ,what,PRON,CLOSED,how,ADV,OPEN,10,B: Well I mean I mean I don't really know how they can really enforce the laws any better,12,error,92,116,corrected,TRUE,corrected2alt,whether,TRUE
18b8ba5b55a07fca221b1cc5798f8291,29,B: And lot of times though it is so much to get something fixed that you almost are just as well off buying another one you know if it's,220,32718,B: And lot of times though it is so much to get something fixed that you almost are just as well off buying another one you know if it's,A: We're a wasteful society for sure <br> B: Well that's true ,is,VERB,OPEN,costs,VERB,OPEN,7,B: And lot of times though it costs so much to get something fixed that you almost are just as well off buying another one you know if it's,12,error,81,199,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,31,A: And the last day right before we left we had to ride with my sister,243,65851,A: And the last day right before we left we had to ride with my sister,A: My wife and I the last day we were in Florida we visiting my uh my parents and my brother and sister <br> we were down there,we,PRON,CLOSED,I,PRON,CLOSED,9,A: And the last day right before we left I had to ride with my sister,12,error,75,133,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,40,A: or the computers the big invention of that I believe because it can all hold such large data bases on anybody that all you have to do is touch a button,352,10282,A: or the computers the big advent of that I believe because it can all hold such large data bases on anybody that all you have to do is touch a button,A: But um I guess we're changing ever so rapidly in the devices of communications that anything can be obtained from anybody's record <br> B: Yeah ,it,PRON,CLOSED,they,PRON,CLOSED,12,A: or the computers the big advent of that I believe because they can all hold such large data bases on anybody that all you have to do is touch a button,12,error,76,99,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,14,A: I always thought too that you know people worrying about going to work when their child are little,38,23827,A: I always thought too that you know people worrying about going to work when their child are little,B: That's right <br> that's right,child,NOUN,OPEN,children,NOUN,OPEN,16,A: I always thought too that you know people worrying about going to work when their children are little,12,error,83,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,74,A: If I wanted their products I would have either gone to the store to buy it,756,10422,A: If I wanted their products I would have either gone to the store to bought it,A: That's about that as far as any other everyday occurrences <br> I put a stop to some of them as far as the either religious groups or people peddling products,,,,,,,,A: If I wanted their products I would have either gone to the store to bought it,12,fluent,66,100,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,69,A: And I have gone back,696,100322,A: And I have gone back,B: Ooh I wish I could do that <br> A: Oh I know it,,,,,,,,A: And I have gone back,12,fluent,83,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,71,A: You think our society's just uh stopped talking out,720,12358,A: You think our society's just uh stopped talking out,B: And so then you wind up with little brats on your hands <br> A: Well how do you think that's happened,,,,,,,,A: You think our society's just uh stopped talking out,12,fluent,75,132,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,60,A: He's one of the two huh,588,46039,A: He's one of the two huh,B: He's uh usually on the ninety-eight to two side <br> he's the one of the two that votes,,,,,,,,A: He's one of the two huh,12,fluent,91,100,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,63,A: They wanted to see what it was like to kill someone,624,98100,A: They wanted to see what it was like to kill someone,A: It seems like a lot of i- that it is more <br> A: like in Boston there was a case of uh a couple of kids fifteen year olds,,,,,,,,A: They wanted to see what it was like to kill someone,12,fluent,95,165,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,17,A: But I guess when I hear the comparison between the United States and uh any other western country uh their rates are like uh forty-one forty-two and ours are like thirty-six thirty-seven you know,74,13995,A: But I guess when I hear the comparison between the United States and uh any other western country uh their rates are like uh forty-one forty-two and ours are like thirty-six thirty-seven you know,B: But that's the politicalness of trying to not create any new taxes <br> A: Right ,hear,VERB,OPEN,see,VERB,OPEN,6,A: But I guess when I see the comparison between the United States and uh any other western country uh their rates are like uh forty-one forty-two and ours are like thirty-six thirty-seven you know,12,error,75,115,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,99,A: But you need X number dollars to administer the program,1056,77277,A: But you need X number dollars to administer the program,A: And when you're writing up budgets you wonder okay how much money do we need <br> Well you need X number dollars for the recipients,,,,,,,,A: But you need X number dollars to administer the program,12,fluent,75,166,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,16,B: Uh reasonable construction would probably run you uh right now anywhere between a hundred and a hundred and forty thousand dollars,62,84741,B: Uh reasonable construction would probably run you uh right now anywhere between a hundred and a hundred and forty thousand dollars,B: And I mean good I would <br> let's say typical say three bedroom uh two and a half baths on a half acre or so of land,anywhere,ADV,OPEN,somewhere,ADV,OPEN,11,B: Uh reasonable construction would probably run you uh right now somewhere between a hundred and a hundred and forty thousand dollars,12,error,32,133,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,83,A: Do you believe there ought to be legislation binding the uh buyer and the seller,864,101594,A: Do you believe there ought to be legislation guiding the uh buyer and the seller,A: Like if you wanted to sell your pistol to me <br> How do you feel about that,,,,,,,,A: Do you believe there ought to be legislation guiding the uh buyer and the seller,12,fluent,82,134,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,87,A: And he would give a little talk about mountain ranges,912,103210,A: And he would give a little talk about mountain things,A: We stayed at some park <br> and they had a little uh mountain man who came down the river every night,,,,,,,,A: And he would give a little talk about mountain things,12,fluent,22,150,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,72,B: And I didn't feel like talking about it,732,22024,B: And I didn't feel like talking about it,B: And the switchboard's been down for several days <br> and the last time I called it before it went down I had this topic,,,,,,,,B: And I didn't feel like talking about it,12,fluent,74,99,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,34,B: Well I spent six years at graduate school at Indiana In the flatlands,280,11367,B: Well I spent six years in graduate school at Indiana In the flatlands,A: I can't remember you know a day that I walked out and the wind wasn't blowing <br> B: Uh-huh ,at,ADP,CLOSED,in,ADP,CLOSED,9,B: Well I spent six years in graduate school in Indiana In the flatlands,12,error,81,133,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,90,B: And uh it was of the people from there that said that,948,37038,B: And uh it was of the people from there that said that,B: Someone just recently said something really neat about that <br> Uh I got involved in uh Beginning Experience Weekends,,,,,,,,B: And uh it was of the people from there that said that,12,fluent,71,167,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,57,A: And we won't eat you know too many spicy foods right now,552,62497,A: And we won't eat you know too many different foods right now,A: That's true <br> I have little ones,we,PRON,CLOSED,they,PRON,CLOSED,2,A: And they won't eat you know too many different foods right now,12,error,64,115,corrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,89,B: But I live in Raleigh North Carolina right now,936,33340,B: But I live in Raleigh North Carolina right now,A: What part of California are you from <br> B: Uh from Los Angeles,,,,,,,,B: But I live in Raleigh North Carolina right now,12,fluent,90,116,uncorrected,FALSE,n/a,n/a,TRUE
18b8ba5b55a07fca221b1cc5798f8291,12,B: Well we also in this area seem to have a lot of retirees people who don't want the heat of Florida but don't want the heat of the northeast,13,80150,B: Well we also in this area seem to have a lot of retirees people who don't want the heat of Florida but don't want the heat of the northeast,A: So it um also gives you a common bond when you don't have a lot of relatives visiting your neighbors <br> you know um. But um (mumblex),heat,NOUN,OPEN,cold,NOUN,OPEN,26,B: Well we also in this area seem to have a lot of retirees people who don't want the heat of Florida but don't want the cold of the northeast,12,error,68,135,uncorrected,FALSE,n/a,n/a,TRUE
